Order ID,Order Date,Order Priority,Order Quantity,Sales,Ship Mode,Profit,Shipping Cost,Customer Name,Customer State,Region,Customer Segment,Product Category,Product Sub-Category,Product Name
35776,10/03/2017,Medium,36,213.74,Regular Air,-32.15,3.37,Gene McClure,Illinois,Central,Consumer,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head"
35777,29/10/2015,Critical,35,136.72,Regular Air,5.91,1.23,Dianna Arnett,Georgia,South,Home Office,Office Supplies,Pens & Art Supplies,Newell 325
35780,19/04/2017,Medium,6,28.55,Regular Air,-4.5,1.6,Chris McAfee,Washington,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 320
35782,21/07/2015,Low,13,1330.73,Delivery Truck,-450.1,41.64,Julie Kriz,Illinois,Central,Corporate,Furniture,Tables,Balt Solid Wood Rectangular Table
35782,10/02/2017,Low,42,6427.18,Regular Air,2097.103,19.99,Julie Kriz,Illinois,Central,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind P100 Manual Binding Machine
35811,16/11/2015,Critical,49,741.57,Regular Air,352.41,1.39,Chuck Clark,New York,East,Corporate,Office Supplies,Envelopes,Park Ridge™ Embossed Executive Business Envelopes
35811,27/01/2016,Critical,6,10.39,Regular Air,-3.24,0.7,Chuck Clark,New York,East,Corporate,Office Supplies,Pens & Art Supplies,Newell 310
35812,05/01/2016,Critical,24,2722.85,Delivery Truck,-112.62,30,Barbara Fisher,Alabama,South,Small Business,Furniture,Chairs & Chairmats,Hon Comfortask® Task/Swivel Chairs
35812,28/08/2015,Critical,2,59.93,Regular Air,-147.81,4,Barbara Fisher,Alabama,South,Small Business,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface
35812,08/02/2016,Critical,19,851.52,Regular Air,307.64,5.86,Barbara Fisher,Alabama,South,Small Business,Office Supplies,Paper,Xerox 1938
35813,07/07/2016,Critical,21,156.31,Express Air,-9.81,4,Tracy Collins,Illinois,Central,Corporate,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow"
35813,14/10/2015,Critical,21,7841.57,Express Air,2347.18,19.99,Tracy Collins,Illinois,Central,Corporate,Office Supplies,Appliances,Hoover WindTunnel™ Plus Canister Vacuum
35814,29/11/2016,High,11,324.52,Regular Air,154.02,8.55,Karen Carlisle,Florida,South,Home Office,Furniture,Office Furnishings,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black"
35840,15/04/2016,High,36,173.08,Regular Air,81.63,0.5,Ashley Jarboe,Arizona,West,Home Office,Office Supplies,Labels,Avery 508
35840,24/09/2016,High,49,3492.6585,Regular Air,1181.808,0.99,Ashley Jarboe,Arizona,West,Home Office,Technology,Telephones and Communication,Accessory34
35841,16/06/2015,Medium,23,230.41,Regular Air,94.39,1.39,Mathew Reese,North Carolina,South,Small Business,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes
35841,14/12/2016,Medium,48,5163.0105,Regular Air,1448.325,8.08,Mathew Reese,North Carolina,South,Small Business,Technology,Telephones and Communication,M3682
35842,10/02/2016,High,18,53.79,Regular Air,11.55,0.99,Susan Pistek,Virginia,South,Home Office,Office Supplies,Labels,Avery 474
35845,07/06/2016,High,15,5713.48,Delivery Truck,-498.27,85.63,Mike Caudle,Utah,West,Corporate,Furniture,Tables,Bretford Rectangular Conference Table Tops
35847,14/11/2015,Critical,23,361.65,Express Air,-144.27,8.99,Eugene Barchas,Mass,East,Corporate,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack"
35875,27/10/2016,High,31,348.92,Regular Air,28.47,3.37,Cynthia Delaney,Illinois,Central,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors
35877,22/02/2016,High,30,129.71,Regular Air,-100.61,5.68,Erin Creighton,Texas,Central,Corporate,Office Supplies,Paper,Xerox 199
35878,31/07/2015,Medium,11,485.46,Regular Air,48.88,17.48,Cari MacIntyre,Virginia,South,Corporate,Office Supplies,Paper,Xerox 1893
35878,23/11/2015,Medium,45,161.67,Regular Air,-7.71,2.2,Cari MacIntyre,Virginia,South,Corporate,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6"""
35905,20/12/2016,Low,20,37.4,Express Air,-17.18,1.57,Deanra Eno,Florida,South,Corporate,Office Supplies,Pens & Art Supplies,Newell 323
35908,28/04/2017,Not Specified,45,529.28,Express Air,-30.27,4.81,Brad Eason,Michigan,Central,Small Business,Office Supplies,Storage & Organization,Portable Personal File Box
35908,22/01/2017,Not Specified,40,240.18,Regular Air,-160.21,7.64,Brad Eason,Michigan,Central,Small Business,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright)
35910,31/07/2016,High,28,881.501,Express Air,334.53,3.3,Kristen Hastings,New Jersey,East,Corporate,Technology,Telephones and Communication,Accessory9
35910,10/04/2016,High,25,161.72,Regular Air,-121.18,8.4,Kristen Hastings,New Jersey,East,Corporate,Office Supplies,Paper,Xerox 212
35910,28/10/2015,High,36,660.059,Regular Air,-0.649,1.25,Kristen Hastings,New Jersey,East,Corporate,Technology,Telephones and Communication,Accessory29
35936,12/11/2015,Medium,40,4152.55,Regular Air,813.33,24.49,Roy Phan,New York,East,Corporate,Furniture,Office Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting
35936,11/01/2017,Medium,41,312.26,Regular Air,-10.3845,4.71,Roy Phan,New York,East,Corporate,Office Supplies,Binders and Binder Accessories,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal
35938,18/03/2017,Not Specified,48,628.33,Regular Air,-226.62,9.37,Bart Folk,Connecticut,East,Corporate,Office Supplies,Storage & Organization,Project Tote Personal File
35938,29/12/2015,Not Specified,6,1770.7,Delivery Truck,-448.25,57,Bart Folk,Connecticut,East,Corporate,Furniture,Chairs & Chairmats,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs
35940,10/07/2015,Critical,47,136.63,Regular Air,-162.61,5.33,James Galang,Idaho,West,Consumer,Office Supplies,Labels,Avery File Folder Labels
35968,08/12/2015,Not Specified,21,141.2,Regular Air,-74.4395,6.97,Barry Weirich,Maryland,South,Corporate,Office Supplies,Binders and Binder Accessories,Avery Hole Reinforcements
36001,24/03/2017,Low,45,1038.82,Regular Air,-78.361,15.1,Michelle Lonsdale,New Jersey,East,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black"
36001,17/08/2015,Low,47,564.39,Regular Air,51.8245,4.98,Michelle Lonsdale,New Jersey,East,Home Office,Office Supplies,Binders and Binder Accessories,GBC Binding covers
36003,29/08/2016,Medium,48,1031.18,Regular Air,349.82,5.77,Linda Southworth,Wisconsin,Central,Consumer,Office Supplies,Paper,Xerox Blank Computer Paper
36003,14/04/2016,Medium,40,207.42,Regular Air,-115.345,5.68,Linda Southworth,Wisconsin,Central,Consumer,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"
36005,06/02/2016,Low,1,29.65,Express Air,-16.54,7.69,Fred McMath,Connecticut,East,Small Business,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File
36033,27/10/2015,Not Specified,15,83.02,Express Air,-54.01,4.62,Michael Stewart,California,West,Small Business,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack"
36034,05/09/2015,High,10,19.36,Regular Air,-1.02,0.7,Clay Ludtke,North Carolina,South,Consumer,Office Supplies,Pens & Art Supplies,Newell 326
36038,05/08/2016,High,26,95.26,Regular Air,-89.06,5,Alex Russell,South Carolina,South,Home Office,Office Supplies,Pens & Art Supplies,Newell 35
36065,13/03/2017,High,31,538.3,Regular Air,-63.98,12.39,Dionis Lloyd,North Carolina,South,Small Business,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes
36067,17/09/2015,High,37,6176.29,Express Air,1499.94,19.99,Dave Poirier,Florida,South,Small Business,Office Supplies,Storage & Organization,Economy Rollaway Files
36068,12/04/2017,Critical,23,6133.18,Delivery Truck,1243.17,23.19,Anthony Johnson,Delaware,East,Small Business,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators
36069,20/04/2016,Low,20,102.61,Regular Air,-92.01,7.44,Ashley Jarboe,Arizona,West,Home Office,Office Supplies,Paper,Xerox 1922
36069,03/03/2016,Low,13,453.09,Regular Air,107.74,6.66,Ashley Jarboe,Arizona,West,Home Office,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray"
36069,22/02/2017,Low,15,2758.22,Regular Air,966.81,13.99,Ashley Jarboe,Arizona,West,Home Office,Furniture,Office Furnishings,Tenex Antistatic Computer Chair Mats
36099,09/05/2016,Low,15,926.3,Regular Air,-503.8,35,Neil Ducich,Mass,East,Home Office,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving
36099,23/08/2015,Low,32,85.49,Regular Air,5.72,0.7,Neil Ducich,Mass,East,Home Office,Office Supplies,Pens & Art Supplies,Newell 340
36101,07/11/2016,High,3,446.05,Delivery Truck,-271.26,53.48,Ann Steele,Idaho,West,Corporate,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order"
36102,15/11/2015,Not Specified,36,461.4,Regular Air,36.39,6.2,Gene McClure,Illinois,Central,Consumer,Furniture,Office Furnishings,Eldon® 500 Class™ Desk Accessories
36103,19/05/2016,Critical,10,55.82,Regular Air,-28.85,5.72,Nathan Mautz,Alabama,South,Home Office,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers
36103,26/09/2016,Critical,45,1335.316,Regular Air,701.658,0.99,Nathan Mautz,Alabama,South,Home Office,Technology,Telephones and Communication,Accessory31
36130,04/01/2017,Critical,23,394.8,Regular Air,-113.8,4,Lindsay Shagiari,Maryland,South,Home Office,Technology,Computer Peripherals,"Belkin 107-key enhanced keyboard, USB/PS/2 interface"
36131,14/03/2016,High,26,493.43,Regular Air,120.18,4.1,Aleksandra Gannaway,Washington,West,Home Office,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set
36131,06/07/2015,High,26,130.97,Regular Air,-83.42,6.07,Aleksandra Gannaway,Washington,West,Home Office,Office Supplies,Paper,Xerox 1897
36131,01/05/2017,High,43,354.96,Regular Air,151.27,1.43,Aleksandra Gannaway,Washington,West,Home Office,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"
36132,04/07/2016,Low,3,604.576,Delivery Truck,-92.63,59.24,Hallie Redmond,South Carolina,South,Home Office,Furniture,Tables,Chromcraft Rectangular Conference Tables
36133,28/09/2016,Medium,6,128.56,Regular Air,-7.84,8.68,Katrina Willman,Nebraska,Central,Consumer,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes
36134,16/12/2016,Low,6,826.9735,Regular Air,-413.325,8.99,Grant Carroll,Mass,East,Corporate,Technology,Telephones and Communication,R280
36135,14/04/2016,Not Specified,33,999.226,Regular Air,381.168,3.3,Beth Paige,Mass,East,Consumer,Technology,Telephones and Communication,Accessory9
36160,15/12/2016,Low,12,2218.891,Express Air,79.542,8.99,Bryan Spruell,Georgia,South,Home Office,Technology,Telephones and Communication,TimeportP7382
36161,23/09/2016,Critical,6,29.19,Regular Air,0.646,1.49,Chad McGuire,Nebraska,Central,Small Business,Office Supplies,Binders and Binder Accessories,Avery Non-Stick Binders
36163,04/04/2017,Low,32,463,Regular Air,24.6075,7.17,Meg O'Connel,New Jersey,East,Small Business,Office Supplies,Binders and Binder Accessories,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders"
36196,08/11/2016,Not Specified,6,62.03,Regular Air,17.31,6.02,Christy Brittain,Georgia,South,Consumer,Furniture,Office Furnishings,DAX Solid Wood Frames
36196,17/09/2015,Not Specified,7,39.01,Regular Air,-38.44,4.32,Christy Brittain,Georgia,South,Consumer,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples"
36224,19/12/2015,Medium,15,1765.45,Express Air,374.82,3.99,Robert Dilbeck,Florida,South,Corporate,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'"
36229,11/03/2017,Not Specified,24,3590.33,Delivery Truck,-35.25,43.75,Patrick O'Donnell,Colorado,West,Home Office,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base
36229,23/11/2015,Not Specified,12,1465.29,Regular Air,373.5,7.11,Patrick O'Donnell,Colorado,West,Home Office,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator
36230,26/04/2017,High,7,57.03,Regular Air,-31.38,3.52,Tom Prescott,Texas,Central,Small Business,Technology,Computer Peripherals,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack"
36257,23/08/2015,High,43,894.51,Regular Air,294.21,1.99,Phillina Ober,New York,East,Small Business,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack"
36262,08/10/2016,Not Specified,26,4701.69,Express Air,1148.904,2.5,Aaron Bergman,Mass,East,Corporate,Technology,Telephones and Communication,V70
36262,12/11/2015,Not Specified,23,164.02,Express Air,-47.64,6.15,Aaron Bergman,Mass,East,Corporate,Office Supplies,Paper,Xerox 1968
36262,28/02/2016,Not Specified,23,136.81,Regular Air,-30.51,3.6,Aaron Bergman,Mass,East,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Preferred Stainless Steel Scissors
36292,26/03/2017,Critical,37,816.65,Regular Air,-182.8,16.87,Christine Abelman,Wisconsin,Central,Corporate,Office Supplies,Paper,Xerox 1982
36292,19/07/2016,Critical,21,109.87,Regular Air,-98.17,7.54,Christine Abelman,Wisconsin,Central,Corporate,Office Supplies,Paper,Xerox 1961
36293,22/08/2015,Medium,13,1272.83,Regular Air,250.47,7.18,Carlos Soltero,Michigan,Central,Small Business,Technology,Computer Peripherals,Logitech Cordless Elite Duo
36293,04/10/2016,Medium,25,165.36,Express Air,-94.79,7.49,Carlos Soltero,Michigan,Central,Small Business,Office Supplies,Paper,Xerox 220
36294,10/11/2015,Medium,46,611.16,Regular Air,100.215,4.98,Yana Sorensen,California,West,Corporate,Office Supplies,Binders and Binder Accessories,GBC Binding covers
36295,18/02/2016,Medium,10,278.1,Regular Air,68.102,2.99,Nora Pelletier,North Carolina,South,Corporate,Office Supplies,Binders and Binder Accessories,Surelock™ Post Binders
36323,08/11/2016,High,5,85.89,Regular Air,-48.88,6.5,Maurice Satty,Ohio,Central,Corporate,Technology,Computer Peripherals,Logitech Access Keyboard
36354,01/04/2016,Medium,13,4567.36,Regular Air,889.31,19.99,Henia Zydlo,Illinois,Central,Home Office,Office Supplies,Appliances,Hoover WindTunnel™ Plus Canister Vacuum
36355,29/12/2015,Medium,9,61.43,Express Air,-42.9755,7.78,Anne Pryor,Ohio,Central,Home Office,Office Supplies,Binders and Binder Accessories,3M Organizer Strips
36355,18/03/2016,Medium,6,129.5,Regular Air,65.49,6.68,Anne Pryor,Ohio,Central,Home Office,Furniture,Office Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock"
36355,19/04/2016,Medium,10,125.95,Regular Air,15.73,2.36,Anne Pryor,Ohio,Central,Home Office,Office Supplies,Pens & Art Supplies,Newell 309
36355,05/05/2017,Medium,43,90.93,Regular Air,-72.5,2.56,Anne Pryor,Ohio,Central,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Kleencut® Forged Office Shears by Acme United Corporation
36356,23/06/2015,Medium,45,4768.59,Delivery Truck,-593.8,45,Christy Brittain,Georgia,South,Consumer,Furniture,Chairs & Chairmats,Hon Valutask™ Swivel Chairs
36356,02/06/2016,Medium,33,117.77,Regular Air,47.98,0.5,Christy Brittain,Georgia,South,Consumer,Office Supplies,Labels,Avery 510
36357,07/12/2015,Not Specified,38,17605.77,Delivery Truck,-370.04,49,Clay Cheatham,Wisconsin,Central,Small Business,Technology,Copiers and Fax,Canon PC940 Copier
36358,18/09/2015,Not Specified,22,823.07,Regular Air,318.25,5.08,Dorris Love,North Carolina,South,Corporate,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate"
36358,11/02/2017,Not Specified,28,865.35,Regular Air,-159.25,8.65,Dorris Love,North Carolina,South,Corporate,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum"
36359,18/04/2017,High,2,68.66,Regular Air,-29.6,5.76,Ken Heidel,South Carolina,South,Corporate,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"
36387,22/02/2017,High,32,616.39,Regular Air,148.28,1.99,Brian DeCherney,Idaho,West,Corporate,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack"
36390,23/06/2015,High,3,329.63,Regular Air,-541.332,8.99,Sylvia Foulston,New Jersey,East,Corporate,Technology,Telephones and Communication,M70
36416,22/11/2015,Low,44,276,Regular Air,-98.53,5.82,Sean O'Donnell,Maryland,South,Corporate,Office Supplies,Paper,Xerox 1998
36416,24/01/2017,Low,46,132.01,Regular Air,6.93,1.01,Sean O'Donnell,Maryland,South,Corporate,Office Supplies,Pens & Art Supplies,"Sanford Colorific Colored Pencils, 12/Box"
36418,06/10/2016,Not Specified,33,207.92,Express Air,-124.844,6.97,Robert Marley,Maryland,South,Corporate,Office Supplies,Binders and Binder Accessories,Avery Hole Reinforcements
36448,30/09/2015,Medium,6,36.65,Regular Air,0.43,0.91,Allen Golden,Virginia,South,Consumer,Office Supplies,Pens & Art Supplies,Zebra Zazzle Fluorescent Highlighters
36448,16/09/2016,Medium,44,964.09,Regular Air,105.37,5.53,Allen Golden,Virginia,South,Consumer,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus™ Battery Pencil Sharpener
36449,21/01/2016,Not Specified,6,90.75,Regular Air,-26.39,14.37,Bruce Stewart,New Mexico,West,Corporate,Furniture,Office Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp"
36449,14/03/2016,Not Specified,43,927.82,Regular Air,255.03,6.67,Bruce Stewart,New Mexico,West,Corporate,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
36449,17/08/2015,Not Specified,27,123.37,Regular Air,-6.69,0.7,Bruce Stewart,New Mexico,West,Corporate,Office Supplies,Rubber Bands,Plymouth Boxed Rubber Bands by Plymouth
36452,13/04/2016,High,26,564.98,Regular Air,-107.5135,15.1,Eudokia Martin,Delaware,East,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black"
36452,30/08/2016,High,18,129.48,Regular Air,46.01,2.83,Eudokia Martin,Delaware,East,Home Office,Furniture,Office Furnishings,G.E. Halogen Desk Lamp Bulbs
36454,09/03/2017,Critical,8,69.57,Regular Air,-36.06,6.5,Anthony Garverick,Florida,South,Small Business,Office Supplies,Storage & Organization,Iris Project Case
36455,07/11/2016,High,48,1838.19,Regular Air,561.43,1.99,Frank Merwin,Idaho,West,Consumer,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples"
36480,25/10/2015,Medium,44,1190.8,Regular Air,502.486,1.49,Lela Donovan,Mass,East,Corporate,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder'
36482,19/11/2015,Medium,7,55.68,Express Air,-7.4,5.15,Erica Smith,Wisconsin,Central,Small Business,Office Supplies,Paper,Xerox 193
36482,08/12/2016,Medium,47,14588.28,Delivery Truck,861.78,91.05,Erica Smith,Wisconsin,Central,Small Business,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black"
36482,11/01/2016,Medium,27,2675.08,Express Air,489.58,24.49,Erica Smith,Wisconsin,Central,Small Business,Furniture,Office Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting
36484,14/11/2016,Critical,41,2380.5695,Express Air,740.475,3.9,Cari MacIntyre,Virginia,South,Corporate,Technology,Telephones and Communication,StarTAC Series
36512,11/07/2016,Not Specified,30,10413.67,Delivery Truck,1099.29,58.92,Sean Braxton,Illinois,Central,Small Business,Furniture,Chairs & Chairmats,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms
36512,11/03/2017,Not Specified,3,71.49,Regular Air,41.98,11.17,Sean Braxton,Illinois,Central,Small Business,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp
36516,08/01/2016,Medium,9,883.37,Regular Air,51.3,7.18,Giulietta Baptist,Michigan,Central,Home Office,Technology,Computer Peripherals,Logitech Cordless Elite Duo
36517,12/05/2016,Not Specified,18,877.64,Regular Air,218.97,3.99,Katherine Nockton,Maryland,South,Corporate,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector
36517,17/12/2015,Not Specified,9,190.1,Regular Air,-63.78,4,Katherine Nockton,Maryland,South,Corporate,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum"
36548,28/01/2016,Low,8,44.99,Regular Air,-40.43,7.54,Max Engle,North Carolina,South,Corporate,Office Supplies,Paper,Xerox 1961
36608,20/09/2016,Low,40,825.8,Regular Air,183.48,2.87,Mitch Gastineau,New York,East,Small Business,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener
36608,11/08/2016,Low,49,4273.95,Regular Air,1340.07,19.99,Mitch Gastineau,New York,East,Small Business,Office Supplies,Envelopes,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes
36609,27/05/2016,Not Specified,8,45.73,Regular Air,-23.29,5.49,Brad Thomas,Connecticut,East,Home Office,Office Supplies,Paper,Xerox 1952
36640,08/01/2016,Not Specified,18,416.39,Express Air,119.47,1.99,Benjamin Patterson,Arizona,West,Corporate,Technology,Computer Peripherals,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel"
36643,15/01/2016,Critical,30,1025.02,Regular Air,87.03,8.74,Ruben Ausman,Delaware,East,Corporate,Office Supplies,Storage & Organization,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems
36643,21/05/2016,Critical,17,240.87,Regular Air,-36.77,8.78,Ruben Ausman,Delaware,East,Corporate,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock
36644,02/07/2016,High,24,2298.32,Regular Air,218.72,19.99,Dorothy Wardle,Delaware,East,Corporate,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem
36646,31/08/2015,Medium,24,1168.15,Express Air,-743.96,35,Muhammed MacIntyre,New Jersey,East,Small Business,Office Supplies,Storage & Organization,Tennsco Industrial Shelving
36647,13/06/2015,High,21,179.98,Regular Air,38.7,2.82,Christy Brittain,Georgia,South,Consumer,Office Supplies,Rubber Bands,"Staples Vinyl Coated Paper Clips, 800/Box"
36647,20/03/2017,High,16,55.44,Regular Air,-21.91,1.32,Christy Brittain,Georgia,South,Consumer,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack"
36647,10/02/2016,High,18,174.62,Regular Air,-119.77,9.45,Christy Brittain,Georgia,South,Consumer,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters
36673,11/05/2017,Low,20,984.6315,Regular Air,-129.14,5,Annie Thurman,Idaho,West,Home Office,Technology,Telephones and Communication,Accessory6
36675,18/12/2016,High,39,113.09,Regular Air,29.76,0.81,Christine Sundaresam,New Mexico,West,Small Business,Office Supplies,Pens & Art Supplies,Prang Colored Pencils
36676,07/02/2017,Not Specified,15,353.52,Regular Air,51.53,8.18,Mitch Willingham,North Carolina,South,Corporate,Office Supplies,Paper,Xerox 1991
36676,07/10/2016,Not Specified,32,3046.01,Delivery Truck,998.65,14,Mitch Willingham,North Carolina,South,Corporate,Technology,Office Machines,Hewlett-Packard Deskjet 3820 Color Inkjet Printer
36677,27/12/2015,Low,38,23255.61,Regular Air,-734.33,24.49,Jack Lebron,Michigan,Central,Corporate,Technology,Copiers and Fax,Canon Image Class D660 Copier
36679,06/11/2015,Critical,28,1491.8265,Regular Air,124.83,8.99,Anna Haberlin,Utah,West,Corporate,Technology,Telephones and Communication,Talkabout T8367
36704,31/03/2016,High,43,134.33,Express Air,25.02,1.14,Annie Thurman,Idaho,West,Home Office,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads"
36704,07/04/2017,High,19,70.32,Regular Air,-56.07,4.17,Annie Thurman,Idaho,West,Home Office,Office Supplies,Pens & Art Supplies,Barrel Sharpener
36705,15/02/2017,Not Specified,17,1032.072,Delivery Truck,-1166.59,89.3,Sam Zeldin,Maryland,South,Small Business,Furniture,Tables,KI Conference Tables
36706,14/11/2016,Not Specified,47,887.45,Regular Air,365.789,1.49,Brad Eason,Michigan,Central,Small Business,Office Supplies,Binders and Binder Accessories,Avery Legal 4-Ring Binder
36706,11/10/2015,Not Specified,7,355.97,Regular Air,-4.46,19.99,Brad Eason,Michigan,Central,Small Business,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper
36707,19/01/2016,Medium,47,181.78,Regular Air,71.56,0.71,Charlotte Melton,Mass,East,Home Office,Office Supplies,Rubber Bands,Staples Bulldog Clip
36708,21/02/2016,Not Specified,46,636.5,Regular Air,-82.74,9.44,William Brown,Georgia,South,Corporate,Technology,Office Machines,Hewlett Packard 6S Scientific Calculator
36708,22/05/2016,Not Specified,25,2614.3705,Regular Air,384.012,7.69,William Brown,Georgia,South,Corporate,Technology,Telephones and Communication,Timeport L7089
36709,27/07/2015,Critical,42,2245.6915,Regular Air,369.081,8.99,Jennifer Ferguson,North Carolina,South,Corporate,Technology,Telephones and Communication,i270
36737,01/11/2016,Not Specified,26,1462.1615,Regular Air,215.433,5.99,Harold Dahlen,Nebraska,Central,Consumer,Technology,Telephones and Communication,i1000
36737,08/10/2016,Not Specified,10,35.69,Regular Air,-31.24,4.2,Harold Dahlen,Nebraska,Central,Consumer,Office Supplies,Pens & Art Supplies,Newell 351
36737,23/11/2015,Not Specified,10,999.89,Regular Air,-119.92,19.99,Harold Dahlen,Nebraska,Central,Consumer,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem
36739,23/01/2017,Not Specified,27,331.17,Regular Air,97.19,2.85,Pamela Stobb,Nebraska,Central,Consumer,Furniture,Office Furnishings,Aluminum Document Frame
36739,01/11/2015,Not Specified,16,68.04,Regular Air,-55.522,5.26,Pamela Stobb,Nebraska,Central,Consumer,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems
36741,07/03/2016,Critical,6,303.909,Regular Air,-254.364,5,Fred Hopkins,Texas,Central,Home Office,Technology,Telephones and Communication,Accessory36
36741,26/11/2016,Critical,26,141.4,Regular Air,34.48,1.46,Fred Hopkins,Texas,Central,Home Office,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages"
36743,13/06/2015,Critical,3,26.13,Regular Air,-10.61,4,Laurel Elliston,Idaho,West,Home Office,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow"
36772,04/06/2016,Medium,47,280.45,Regular Air,-143.65,6.35,Frank Hawley,Wisconsin,Central,Home Office,Office Supplies,Paper,Xerox 200
36772,06/06/2016,Medium,8,22.85,Regular Air,0.88,0.99,Frank Hawley,Wisconsin,Central,Home Office,Office Supplies,Labels,Avery 474
36772,20/02/2017,Medium,16,12007.05,Delivery Truck,2713.95,55.3,Frank Hawley,Wisconsin,Central,Home Office,Technology,Office Machines,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers"
36773,29/08/2016,Not Specified,24,2048.78,Regular Air,994.68,5.01,John Murray,New York,East,Small Business,Office Supplies,Envelopes,Ames Color-File® Green Diamond Border X-ray Mailers
